# Name                     RAdeg             DEdeg               Memb Disk Acc K2var   umag   gmag   rmag   imag   Hamag  SpT   Avmag                Lbol                Mstar               Rstar              logAge             logMacc             DlogMacc+ DlogMacc-
  "2MASS J18025119-2400594" 270.71329         -24.0165            ?    n    0   ""      13.742 12.768 12.468 12.318 12.396 A8.25 0.179                16.69               1.823               2.388              6.86               ""                  ""        ""       
  "2MASS J18025171-2409227" 270.71548         -24.15631           ?    n    0   ""      14.097 13.002 12.463 12.217 12.338 F6    0.028                13.0                1.896               2.933              6.76               ""                  ""        ""       
  "2MASS J18025201-2416286" 270.71676         -24.27464           ?    ""   0   ""      14.44  13.073 12.398 12.109 12.243 G3.5  0.0                  13.926              2.533               3.874              6.3                ""                  ""        ""       
  "2MASS J18025245-2418444" 270.71859         -24.31234           y    y    1   ""      16.506 15.286 14.101 13.595 13.426 K4.75 0.0                  4.166               0.936               3.453              5.54               -7.263              0.176     0.295    
  "2MASS J18025264-2417125" 270.71933         -24.28682           ?    n    0   ""      15.195 13.437 12.528 12.148 12.33  G9.5  0.0                  12.363              2.691               4.147              6.0                ""                  ""        ""       
  "2MASS J18025328-2420170" 270.72201         -24.33807           y    y    2   ""      10.735 10.454 10.536 10.581 10.381 B7.5  0.001                186.518             3.378               3.032              6.27               -6.252              0.08      0.112    
  "2MASS J18025330-2420273" 270.72212         -24.34093           ?    y    1   ""      18.705 17.906 16.609 15.761 15.727 F9.25 3.044                3.537               1.382               1.75               7.08               -7.426              0.082     0.091    
  "2MASS J18025353-2420545" 270.72307         -24.34842           y    ""   0   ""      ""     18.68  17.101 16.283 16.782 K5    1.603                1.017               1.02                1.736              6.42               ""                  ""        ""       
  "2MASS J18025372-2409456" 270.72386         -24.16267           ?    n    0   ""      13.146 12.161 11.052 10.469 10.801 G7.75 1.205                130.014             4.964               12.822             5.38               ""                  ""        ""       
  "2MASS J18025381-2420194" 270.72425         -24.33876           y    y*   1   ""      17.49  16.246 15.131 14.586 14.597 K0    0.788                2.168               1.469               1.76               6.8                -8.26               0.27      0.261    
